0	0
0.0866261	0.0506807
0.0824922	0.101362
0.0771336	0.152043
0.0712962	0.202725
0.0653895	0.253407
0.0596524	0.304089
0.0542261	0.354771
0.0491875	0.405454
0.0445932	0.455958
0.0404303	0.506461
0.036689	0.556965
0.0333799	0.607468
0.030493	0.657972
0.027976	0.709136
0.0258843	0.7603
0.0242321	0.811464
0.023022	0.862628
0.0222369	0.913792
0.0218436	0.964955
0.0217895	1.01612
0.0220054	1.06728
0.0224134	1.11845
0.0229386	1.16961
0.0235151	1.22077
0.0240907	1.27194
0.0246272	1.3231
0.0251024	1.37427
0.0255012	1.42543
0.0258283	1.47659
0.0260957	1.52776
0.0263198	1.57892
0.0265393	1.63008
0.0268011	1.68125
0.0271701	1.73241
0.0276872	1.78014
0.0284399	1.82788
0.0294698	1.87561
0.0307921	1.92335
0.0323859	1.97108
0.0342156	2.01923
0.0361887	2.06739
0.0381959	2.11554
0.0400896	2.16369
0.042038	2.21185
0	2.26


