-3.36	0.499579
-3.26482	0.486558
-3.16965	0.45507
-3.07447	0.407622
-2.9793	0.348468
-2.88412	0.282254
-2.78895	0.216053
-2.69377	0.155586
-2.5986	0.104115
-2.49105	0.0668114
-2.38351	0.052751
-2.28802	0.0506623
-2.19252	0.0520308
-2.09703	0.0516387
-2.00154	0.0462765
-1.90604	0.0370323
-1.81055	0.0288722
-1.71506	0.0230802
-1.61956	0.0173276
-1.52407	0.0170356
-1.42858	0.022062
-1.33309	0.0251429
-1.23759	0.0267323
-1.1421	0.0279925
-1.0263	0.0296456
-0.910501	0.0342739
-0.81945	0.0421492
-0.728399	0.053515
-0.637348	0.0665126
-0.546297	0.072344
-0.455247	0.0686976
-0.364197	0.0697446
-0.273147	0.0802326
-0.182098	0.0864414
-0.0910489	0.0843538
0	0
