MFK3006 Log 1,TIME,m/s,°C
110,02:13:56,0.06,25.33
111,02:13:57,0.07,25.34
112,02:13:58,0.07,25.33
113,02:13:59,0.08,25.34
114,02:14:00,0.05,25.36
115,02:14:01,0.07,25.37
116,02:14:02,0.1,25.37
117,02:14:03,0.1,25.38
118,02:14:04,0.08,25.38
119,02:14:05,0.09,25.38
120,02:14:06,0.1,25.38
MFK3006 Log 25,TIME,m/s,°C
1,03:27:27,0.09,27.79
2,03:27:28,0.09,27.79
3,03:27:29,0.08,27.8
4,03:27:30,0.11,27.79
5,03:27:31,0.12,27.77
6,03:27:32,0.14,27.76
7,03:27:33,0.14,27.76
8,03:27:34,0.13,27.77
9,03:27:35,0.12,27.77
10,03:27:36,0.11,27.77
11,03:27:37,0.09,27.79
12,03:27:38,0.1,27.79
13,03:27:39,0.1,27.78
14,03:27:40,0.09,27.8
15,03:27:41,0.11,27.8
16,03:27:42,0.07,27.8
17,03:27:43,0.1,27.8
18,03:27:44,0.09,27.8
19,03:27:45,0.07,27.81
20,03:27:46,0.08,27.81
21,03:27:47,0.09,27.81
22,03:27:48,0.08,27.81
23,03:27:49,0.09,27.81
24,03:27:50,0.09,27.81
25,03:27:51,0.08,27.82
26,03:27:52,0.07,27.83
27,03:27:53,0.1,27.82
28,03:27:54,0.08,27.83
29,03:27:55,0.07,27.82
30,03:27:56,0.1,27.81
31,03:27:57,0.07,27.82
32,03:27:58,0.08,27.83
33,03:27:59,0.08,27.83
34,03:28:00,0.08,27.83
35,03:28:01,0.07,27.82
36,03:28:02,0.08,27.82
37,03:28:03,0.08,27.83
38,03:28:04,0.07,27.83
39,03:28:05,0.09,27.84
40,03:28:06,0.12,27.83
41,03:28:07,0.1,27.82
42,03:28:08,0.07,27.83
43,03:28:09,0.09,27.83
44,03:28:10,0.1,27.83
45,03:28:11,0.07,27.83
46,03:28:12,0.07,27.83
47,03:28:13,0.07,27.84
48,03:28:14,0.05,27.85
49,03:28:15,0.07,27.86
50,03:28:16,0.1,27.85
51,03:28:17,0.11,27.83
52,03:28:18,0.09,27.84
53,03:28:19,0.08,27.84
54,03:28:20,0.09,27.84
55,03:28:21,0.09,27.84
56,03:28:22,0.09,27.84
57,03:28:23,0.1,27.84
58,03:28:24,0.11,27.83
59,03:28:25,0.09,27.84
60,03:28:26,0.07,27.84
61,03:28:27,0.07,27.84
62,03:28:28,0.09,27.85
63,03:28:29,0.11,27.87
64,03:28:30,0.08,27.85
65,03:28:31,0.08,27.85
66,03:28:32,0.07,27.85
67,03:28:33,0.11,27.84
68,03:28:34,0.11,27.84
69,03:28:35,0.15,27.83
70,03:28:36,0.15,27.83
71,03:28:37,0.15,27.82
72,03:28:38,0.18,27.81
73,03:28:39,0.15,27.81
74,03:28:40,0.17,27.8
75,03:28:41,0.16,27.8
76,03:28:42,0.19,27.79
77,03:28:43,0.1,27.8
78,03:28:44,0.11,27.82
79,03:28:45,0.15,27.82
80,03:28:46,0.17,27.81
81,03:28:47,0.18,27.8
82,03:28:48,0.18,27.8
83,03:28:49,0.12,27.81
84,03:28:50,0.13,27.82
85,03:28:51,0.13,27.81
86,03:28:52,0.14,27.81
87,03:28:53,0.14,27.8
88,03:28:54,0.12,27.81
89,03:28:55,0.13,27.8
90,03:28:56,0.11,27.82
91,03:28:57,0.15,27.81
92,03:28:58,0.14,27.81
93,03:28:59,0.12,27.8
94,03:29:00,0.11,27.82
95,03:29:01,0.12,27.81
96,03:29:02,0.19,27.83
97,03:29:03,0.13,27.81
98,03:29:04,0.14,27.81
99,03:29:05,0.1,27.82
100,03:29:06,0.18,27.81
101,03:29:07,0.17,27.81
102,03:29:08,0.14,27.83
103,03:29:09,0.11,27.83
104,03:29:10,0.17,27.8
105,03:29:11,0.17,27.8
106,03:29:12,0.21,27.8
107,03:29:13,0.14,27.8
108,03:29:14,0.17,27.81
109,03:29:15,0.09,27.82
110,03:29:16,0.12,27.81
111,03:29:17,0.15,27.8
112,03:29:18,0.13,27.8
113,03:29:19,0.14,27.8
114,03:29:20,0.11,27.82
115,03:29:21,0.1,27.82
116,03:29:22,0.11,27.83
117,03:29:23,0.1,27.83
118,03:29:24,0.12,27.84
119,03:29:25,0.19,27.83
120,03:29:26,0.12,27.83
MFK3006 Log 26,TIME,m/s,°C
1,03:29:47,0.49,27.54
2,03:29:48,0.62,27.51
3,03:29:49,0.61,27.49
4,03:29:50,0.55,27.48
5,03:29:51,0.49,27.49
6,03:29:52,0.5,27.48
7,03:29:53,0.52,27.48
8,03:29:54,0.58,27.44
9,03:29:55,0.5,27.44
10,03:29:56,0.55,27.43
11,03:29:57,0.61,27.41
12,03:29:58,0.61,27.4
13,03:29:59,0.7,27.38
14,03:30:00,0.54,27.38
15,03:30:01,0.61,27.37
16,03:30:02,0.52,27.37
17,03:30:03,0.53,27.36
18,03:30:04,0.64,27.34
19,03:30:05,0.68,27.32
20,03:30:06,0.59,27.33
21,03:30:07,0.58,27.32
22,03:30:08,0.54,27.32
23,03:30:09,0.58,27.32
24,03:30:10,0.59,27.3
25,03:30:11,0.62,27.3
26,03:30:12,0.53,27.29
27,03:30:13,0.52,27.29
28,03:30:14,0.55,27.28
29,03:30:15,0.52,27.27
30,03:30:16,0.5,27.28
31,03:30:17,0.58,27.26
32,03:30:18,0.47,27.27
33,03:30:19,0.54,27.27
34,03:30:20,0.59,27.24
35,03:30:21,0.56,27.24
36,03:30:22,0.63,27.23
37,03:30:23,0.59,27.21
38,03:30:24,0.45,27.22
39,03:30:25,0.47,27.22
40,03:30:26,0.6,27.2
41,03:30:27,0.56,27.2
42,03:30:28,0.54,27.2
43,03:30:29,0.54,27.2
44,03:30:30,0.49,27.19
45,03:30:31,0.56,27.18
46,03:30:32,0.56,27.18
47,03:30:33,0.59,27.17
48,03:30:34,0.55,27.16
49,03:30:35,0.52,27.17
50,03:30:36,0.49,27.16
51,03:30:37,0.49,27.16
52,03:30:38,0.53,27.16
53,03:30:39,0.52,27.14
54,03:30:40,0.5,27.14
55,03:30:41,0.5,27.14
56,03:30:42,0.54,27.13
57,03:30:43,0.55,27.13
58,03:30:44,0.52,27.1
59,03:30:45,0.58,27.09
60,03:30:46,0.53,27.09
61,03:30:47,0.54,27.08
62,03:30:48,0.56,27.08
63,03:30:49,0.53,27.08
64,03:30:50,0.56,27.08
65,03:30:51,0.61,27.07
66,03:30:52,0.6,27.05
67,03:30:53,0.48,27.05
68,03:30:54,0.58,27.05
69,03:30:55,0.58,27.03
70,03:30:56,0.59,27.03
71,03:30:57,0.55,27.03
72,03:30:58,0.51,27.04
73,03:30:59,0.57,27.02
74,03:31:00,0.55,27.01
75,03:31:01,0.58,27.01
76,03:31:02,0.58,27.01
77,03:31:03,0.58,26.99
78,03:31:04,0.51,27.02
79,03:31:05,0.47,27.01
80,03:31:06,0.51,27
81,03:31:07,0.55,26.99
82,03:31:08,0.56,26.98
83,03:31:09,0.57,26.97
84,03:31:10,0.57,26.96
85,03:31:11,0.63,26.94
86,03:31:12,0.64,26.95
87,03:31:13,0.6,26.93
88,03:31:14,0.57,26.93
89,03:31:15,0.51,26.94
90,03:31:16,0.54,26.95
91,03:31:17,0.56,26.93
92,03:31:18,0.56,26.93
93,03:31:19,0.53,26.93
94,03:31:20,0.52,26.93
95,03:31:21,0.56,26.93
96,03:31:22,0.58,26.91
97,03:31:23,0.58,26.9
98,03:31:24,0.47,26.9
99,03:31:25,0.62,26.9
100,03:31:26,0.5,26.89
101,03:31:27,0.53,26.89
102,03:31:28,0.56,26.88
103,03:31:29,0.58,26.87
104,03:31:30,0.54,26.86
105,03:31:31,0.6,26.86
106,03:31:32,0.58,26.87
107,03:31:33,0.53,26.87
108,03:31:34,0.49,26.86
109,03:31:35,0.43,26.86
110,03:31:36,0.57,26.84
111,03:31:37,0.55,26.84
112,03:31:38,0.53,26.85
113,03:31:39,0.59,26.84
114,03:31:40,0.54,26.83
115,03:31:41,0.57,26.83
116,03:31:42,0.5,26.84
117,03:31:43,0.57,26.83
118,03:31:44,0.5,26.83
119,03:31:45,0.58,26.81
120,03:31:46,0.52,26.81
MFK3006 Log 27,TIME,m/s,°C
1,03:32:06,0.62,26.71
2,03:32:07,0.6,26.72
3,03:32:08,0.62,26.72
4,03:32:09,0.52,26.71
5,03:32:10,0.7,26.71
6,03:32:11,0.68,26.71
7,03:32:12,0.72,26.7
8,03:32:13,0.73,26.69
9,03:32:14,0.63,26.7
10,03:32:15,0.7,26.69
11,03:32:16,0.62,26.68
12,03:32:17,0.68,26.68
13,03:32:18,0.71,26.68
14,03:32:19,0.61,26.68
15,03:32:20,0.56,26.68
16,03:32:21,0.68,26.67
17,03:32:22,0.67,26.67
18,03:32:23,0.67,26.65
19,03:32:24,0.67,26.65
20,03:32:25,0.61,26.66
21,03:32:26,0.74,26.65
22,03:32:27,0.73,26.64
23,03:32:28,0.7,26.63
24,03:32:29,0.71,26.64
25,03:32:30,0.69,26.63
26,03:32:31,0.63,26.63
27,03:32:32,0.71,26.62
28,03:32:33,0.68,26.61
29,03:32:34,0.67,26.62
30,03:32:35,0.67,26.62
31,03:32:36,0.65,26.62
32,03:32:37,0.71,26.61
33,03:32:38,0.75,26.62
34,03:32:39,0.73,26.62
35,03:32:40,0.74,26.63
36,03:32:41,0.73,26.61
37,03:32:42,0.73,26.61
38,03:32:43,0.68,26.62
39,03:32:44,0.72,26.61
40,03:32:45,0.59,26.61
41,03:32:46,0.71,26.59
42,03:32:47,0.6,26.6
43,03:32:48,0.68,26.6
44,03:32:49,0.62,26.59
45,03:32:50,0.69,26.6
46,03:32:51,0.65,26.59
47,03:32:52,0.66,26.57
48,03:32:53,0.66,26.58
49,03:32:54,0.66,26.58
50,03:32:55,0.65,26.58
51,03:32:56,0.66,26.57
52,03:32:57,0.71,26.57
53,03:32:58,0.65,26.55
54,03:32:59,0.74,26.55
55,03:33:00,0.69,26.54
56,03:33:01,0.69,26.52
57,03:33:02,0.71,26.52
58,03:33:03,0.68,26.52
59,03:33:04,0.59,26.51
60,03:33:05,0.64,26.5
61,03:33:06,0.67,26.49
62,03:33:07,0.69,26.47
63,03:33:08,0.66,26.46
64,03:33:09,0.66,26.45
65,03:33:10,0.69,26.44
66,03:33:11,0.62,26.43
67,03:33:12,0.68,26.42
68,03:33:13,0.7,26.4
69,03:33:14,0.73,26.38
70,03:33:15,0.72,26.36
71,03:33:16,0.56,26.37
72,03:33:17,0.67,26.36
73,03:33:18,0.65,26.35
74,03:33:19,0.65,26.33
75,03:33:20,0.68,26.31
76,03:33:21,0.55,26.33
77,03:33:22,0.63,26.31
78,03:33:23,0.69,26.29
79,03:33:24,0.75,26.27
80,03:33:25,0.73,26.25
81,03:33:26,0.69,26.25
82,03:33:27,0.64,26.25
83,03:33:28,0.67,26.23
84,03:33:29,0.77,26.21
85,03:33:30,0.72,26.21
86,03:33:31,0.67,26.2
87,03:33:32,0.71,26.19
88,03:33:33,0.72,26.19
89,03:33:34,0.73,26.18
90,03:33:35,0.58,26.19
91,03:33:36,0.71,26.18
92,03:33:37,0.72,26.18
93,03:33:38,0.73,26.17
94,03:33:39,0.73,26.16
95,03:33:40,0.63,26.14
96,03:33:41,0.69,26.13
97,03:33:42,0.72,26.14
98,03:33:43,0.65,26.13
99,03:33:44,0.6,26.13
100,03:33:45,0.66,26.13
101,03:33:46,0.63,26.11
102,03:33:47,0.67,26.11
103,03:33:48,0.68,26.11
104,03:33:49,0.72,26.09
105,03:33:50,0.74,26.08
106,03:33:51,0.73,26.07
107,03:33:52,0.65,26.05
108,03:33:53,0.67,26.06
109,03:33:54,0.7,26.05
110,03:33:55,0.66,26.03
111,03:33:56,0.64,26.03
112,03:33:57,0.78,26.02
113,03:33:58,0.67,26.01
114,03:33:59,0.67,26
115,03:34:00,0.68,26
116,03:34:01,0.63,25.99
117,03:34:02,0.58,25.99
118,03:34:03,0.67,25.99
119,03:34:04,0.68,25.98
120,03:34:05,0.67,25.98
MFK3006 Log 28,TIME,m/s,°C
1,03:34:50,0.66,25.59
2,03:34:51,0.58,25.6
3,03:34:52,0.62,25.59
4,03:34:53,0.61,25.57
5,03:34:54,0.63,25.56
6,03:34:55,0.57,25.55
7,03:34:56,0.65,25.55
8,03:34:57,0.6,25.55
9,03:34:58,0.59,25.55
10,03:34:59,0.7,25.53
11,03:35:00,0.67,25.52
12,03:35:01,0.67,25.51
13,03:35:02,0.59,25.51
14,03:35:03,0.68,25.49
15,03:35:04,0.6,25.47
16,03:35:05,0.62,25.48
17,03:35:06,0.68,25.47
18,03:35:07,0.57,25.46
19,03:35:08,0.68,25.46
20,03:35:09,0.6,25.45
21,03:35:10,0.6,25.44
22,03:35:11,0.74,25.42
23,03:35:12,0.74,25.41
24,03:35:13,0.67,25.4
25,03:35:14,0.64,25.4
26,03:35:15,0.63,25.39
27,03:35:16,0.61,25.39
28,03:35:17,0.7,25.38
29,03:35:18,0.59,25.38
30,03:35:19,0.69,25.36
31,03:35:20,0.63,25.36
32,03:35:21,0.64,25.35
33,03:35:22,0.67,25.33
34,03:35:23,0.63,25.34
35,03:35:24,0.69,25.33
36,03:35:25,0.66,25.33
37,03:35:26,0.61,25.32
38,03:35:27,0.64,25.31
39,03:35:28,0.66,25.31
40,03:35:29,0.67,25.3
41,03:35:30,0.71,25.28
42,03:35:31,0.67,25.27
43,03:35:32,0.62,25.27
44,03:35:33,0.6,25.26
45,03:35:34,0.6,25.27
46,03:35:35,0.7,25.25
47,03:35:36,0.64,25.24
48,03:35:37,0.59,25.24
49,03:35:38,0.68,25.24
50,03:35:39,0.69,25.21
51,03:35:40,0.72,25.21
52,03:35:41,0.7,25.2
53,03:35:42,0.66,25.19
54,03:35:43,0.66,25.2
55,03:35:44,0.7,25.19
56,03:35:45,0.64,25.16
57,03:35:46,0.69,25.16
58,03:35:47,0.65,25.15
59,03:35:48,0.66,25.15
60,03:35:49,0.55,25.15
61,03:35:50,0.66,25.16
62,03:35:51,0.64,25.14
63,03:35:52,0.54,25.14
64,03:35:53,0.64,25.13
65,03:35:54,0.64,25.12
66,03:35:55,0.67,25.11
67,03:35:56,0.64,25.1
68,03:35:57,0.74,25.09
69,03:35:58,0.65,25.08
70,03:35:59,0.59,25.08
71,03:36:00,0.57,25.08
72,03:36:01,0.76,25.05
73,03:36:02,0.59,25.05
74,03:36:03,0.62,25.05
75,03:36:04,0.67,25.04
76,03:36:05,0.6,25.03
77,03:36:06,0.67,25.03
78,03:36:07,0.55,25.02
79,03:36:08,0.63,25.02
80,03:36:09,0.7,25.01
81,03:36:10,0.57,25
82,03:36:11,0.61,25
83,03:36:12,0.55,24.99
84,03:36:13,0.7,24.98
85,03:36:14,0.6,24.98
86,03:36:15,0.6,24.97
87,03:36:16,0.6,24.96
88,03:36:17,0.63,24.96
89,03:36:18,0.67,24.94
90,03:36:19,0.67,24.93
91,03:36:20,0.66,24.93
92,03:36:21,0.7,24.91
93,03:36:22,0.7,24.91
94,03:36:23,0.63,24.91
95,03:36:24,0.71,24.89
96,03:36:25,0.63,24.89
97,03:36:26,0.72,24.88
98,03:36:27,0.63,24.88
99,03:36:28,0.64,24.87
100,03:36:29,0.67,24.86
101,03:36:30,0.58,24.86
102,03:36:31,0.62,24.86
103,03:36:32,0.62,24.85
104,03:36:33,0.68,24.83
105,03:36:34,0.68,24.82
106,03:36:35,0.66,24.82
107,03:36:36,0.63,24.8
108,03:36:37,0.65,24.8
109,03:36:38,0.7,24.78
110,03:36:39,0.68,24.78
111,03:36:40,0.64,24.79
112,03:36:41,0.68,24.78
113,03:36:42,0.58,24.78
114,03:36:43,0.68,24.77
115,03:36:44,0.55,24.78
116,03:36:45,0.66,24.76
117,03:36:46,0.69,24.75
118,03:36:47,0.62,24.74
119,03:36:48,0.62,24.73
120,03:36:49,0.62,24.73
MFK3006 Log 29,TIME,m/s,°C
1,03:37:35,0.48,24.48
2,03:37:36,0.56,24.45
3,03:37:37,0.57,24.45
4,03:37:38,0.47,24.44
5,03:37:39,0.48,24.45
6,03:37:40,0.56,24.43
7,03:37:41,0.57,24.42
8,03:37:42,0.46,24.42
9,03:37:43,0.55,24.43
10,03:37:44,0.55,24.41
11,03:37:45,0.51,24.42
12,03:37:46,0.41,24.43
13,03:37:47,0.53,24.42
14,03:37:48,0.39,24.42
15,03:37:49,0.49,24.41
16,03:37:50,0.48,24.41
17,03:37:51,0.57,24.39
18,03:37:52,0.53,24.38
19,03:37:53,0.43,24.38
20,03:37:54,0.52,24.38
21,03:37:55,0.49,24.38
22,03:37:56,0.4,24.38
23,03:37:57,0.57,24.37
24,03:37:58,0.55,24.35
25,03:37:59,0.41,24.36
26,03:38:00,0.52,24.35
27,03:38:01,0.5,24.34
28,03:38:02,0.42,24.34
29,03:38:03,0.47,24.33
30,03:38:04,0.44,24.33
31,03:38:05,0.49,24.32
32,03:38:06,0.52,24.31
33,03:38:07,0.4,24.32
34,03:38:08,0.44,24.31
35,03:38:09,0.49,24.31
36,03:38:10,0.42,24.3
37,03:38:11,0.42,24.31
38,03:38:12,0.5,24.3
39,03:38:13,0.38,24.32
40,03:38:14,0.55,24.3
41,03:38:15,0.42,24.27
42,03:38:16,0.5,24.27
43,03:38:17,0.32,24.28
44,03:38:18,0.44,24.28
45,03:38:19,0.4,24.27
46,03:38:20,0.56,24.25
47,03:38:21,0.47,24.25
48,03:38:22,0.55,24.24
49,03:38:23,0.45,24.25
50,03:38:24,0.58,24.22
51,03:38:25,0.53,24.21
52,03:38:26,0.52,24.2
53,03:38:27,0.37,24.22
54,03:38:28,0.53,24.21
55,03:38:29,0.46,24.2
56,03:38:30,0.46,24.19
57,03:38:31,0.52,24.2
58,03:38:32,0.63,24.17
59,03:38:33,0.54,24.17
60,03:38:34,0.5,24.17
61,03:38:35,0.39,24.18
62,03:38:36,0.45,24.18
63,03:38:37,0.43,24.18
64,03:38:38,0.52,24.16
65,03:38:39,0.52,24.14
66,03:38:40,0.44,24.15
67,03:38:41,0.51,24.13
68,03:38:42,0.43,24.13
69,03:38:43,0.45,24.14
70,03:38:44,0.47,24.13
71,03:38:45,0.44,24.12
72,03:38:46,0.49,24.13
73,03:38:47,0.44,24.12
74,03:38:48,0.43,24.12
75,03:38:49,0.42,24.11
76,03:38:50,0.39,24.13
77,03:38:51,0.57,24.1
78,03:38:52,0.5,24.1
79,03:38:53,0.41,24.1
80,03:38:54,0.41,24.11
81,03:38:55,0.49,24.08
82,03:38:56,0.44,24.07
83,03:38:57,0.44,24.09
84,03:38:58,0.52,24.07
85,03:38:59,0.49,24.06
86,03:39:00,0.59,24.04
87,03:39:01,0.37,24.05
88,03:39:02,0.44,24.08
89,03:39:03,0.44,24.07
90,03:39:04,0.41,24.06
91,03:39:05,0.48,24.05
92,03:39:06,0.47,24.04
93,03:39:07,0.52,24.03
94,03:39:08,0.55,24.01
95,03:39:09,0.51,24.01
96,03:39:10,0.37,24.01
97,03:39:11,0.53,24
98,03:39:12,0.46,24
99,03:39:13,0.54,23.98
100,03:39:14,0.47,23.98
101,03:39:15,0.41,23.99
102,03:39:16,0.52,23.99
103,03:39:17,0.48,23.99
104,03:39:18,0.55,23.97
105,03:39:19,0.38,23.97
106,03:39:20,0.49,23.96
107,03:39:21,0.5,23.95
108,03:39:22,0.44,23.93
109,03:39:23,0.46,23.95
110,03:39:24,0.46,23.96
111,03:39:25,0.43,23.95
112,03:39:26,0.45,23.94
113,03:39:27,0.49,23.94
114,03:39:28,0.45,23.93
115,03:39:29,0.55,23.92
116,03:39:30,0.39,23.93
117,03:39:31,0.45,23.93
118,03:39:32,0.52,23.92
119,03:39:33,0.49,23.91
120,03:39:34,0.43,23.91
MFK3006 Log 30,TIME,m/s,°C
1,03:40:13,0.09,24.2
2,03:40:14,0.14,24.22
3,03:40:15,0.08,24.25
4,03:40:16,0.09,24.24
5,03:40:17,0.07,24.25
6,03:40:18,0.11,24.29
7,03:40:19,0.06,24.25
8,03:40:20,0.03,24.27
9,03:40:21,0.1,24.26
10,03:40:22,0.03,24.29
11,03:40:23,0.08,24.3
12,03:40:24,0.09,24.29
13,03:40:25,0.03,24.31
14,03:40:26,0.1,24.3
15,03:40:27,0.11,24.36
16,03:40:28,0.02,24.36
17,03:40:29,0.11,24.32
18,03:40:30,0.04,24.33
19,03:40:31,0.08,24.33
20,03:40:32,0.08,24.34
21,03:40:33,0.04,24.36
22,03:40:34,0.09,24.38
23,03:40:35,0.08,24.34
24,03:40:36,0.03,24.36
25,03:40:37,0.07,24.36
26,03:40:38,0.04,24.38
27,03:40:39,0.04,24.36
28,03:40:40,0.09,24.35
29,03:40:41,0.08,24.37
30,03:40:42,0.09,24.36
31,03:40:43,0.11,24.34
32,03:40:44,0.07,24.37
33,03:40:45,0.04,24.39
34,03:40:46,0.07,24.37
35,03:40:47,0.09,24.35
36,03:40:48,0.06,24.4
37,03:40:49,0.09,24.41
38,03:40:50,0.15,24.36
39,03:40:51,0.06,24.39
40,03:40:52,0.06,24.41
41,03:40:53,0.07,24.41
42,03:40:54,0.03,24.42
43,03:40:55,0.16,24.4
44,03:40:56,0.08,24.44
45,03:40:57,0.08,24.43
46,03:40:58,0.07,24.39
47,03:40:59,0.09,24.38
48,03:41:00,0.08,24.42
49,03:41:01,0.08,24.42
50,03:41:02,0.07,24.43
51,03:41:03,0.07,24.42
52,03:41:04,0.05,24.42
53,03:41:05,0.09,24.39
54,03:41:06,0.09,24.4
55,03:41:07,0.03,24.4
56,03:41:08,0.08,24.43
57,03:41:09,0.07,24.41
58,03:41:10,0.02,24.43
59,03:41:11,0.04,24.4
60,03:41:12,0.09,24.4
61,03:41:13,0.13,24.4
62,03:41:14,0.03,24.42
63,03:41:15,0.05,24.45
64,03:41:16,0.14,24.43
65,03:41:17,0.04,24.45
66,03:41:18,0.1,24.44
67,03:41:19,0.08,24.45
68,03:41:20,0.06,24.48
69,03:41:21,0.1,24.45
70,03:41:22,0.08,24.43
71,03:41:23,0.06,24.43
72,03:41:24,0.05,24.47
73,03:41:25,0.05,24.47
74,03:41:26,0.12,24.45
75,03:41:27,0.04,24.43
76,03:41:28,0.09,24.42
77,03:41:29,0.11,24.43
78,03:41:30,0.08,24.4
79,03:41:31,0.13,24.41
80,03:41:32,0.09,24.43
81,03:41:33,0.1,24.47
82,03:41:34,0.11,24.43
83,03:41:35,0.09,24.44
84,03:41:36,0.1,24.42
85,03:41:37,0.06,24.46
86,03:41:38,0.04,24.47
87,03:41:39,0.09,24.42
88,03:41:40,0.05,24.44
89,03:41:41,0.08,24.45
90,03:41:42,0.09,24.42
91,03:41:43,0.05,24.43
92,03:41:44,0.11,24.44
93,03:41:45,0.06,24.44
94,03:41:46,0.08,24.43
95,03:41:47,0.06,24.43
96,03:41:48,0.12,24.41
97,03:41:49,0.04,24.43
98,03:41:50,0.11,24.38
99,03:41:51,0.13,24.42
100,03:41:52,0.04,24.44
101,03:41:53,0.11,24.43
102,03:41:54,0.06,24.44
103,03:41:55,0.03,24.44
104,03:41:56,0.1,24.43
105,03:41:57,0.09,24.45
106,03:41:58,0.13,24.42
107,03:41:59,0.08,24.46
108,03:42:00,0.1,24.44
109,03:42:01,0.07,24.43
110,03:42:02,0.11,24.46
111,03:42:03,0.03,24.46
112,03:42:04,0.06,24.46
113,03:42:05,0.04,24.47
114,03:42:06,0.05,24.46
115,03:42:07,0.08,24.47
116,03:42:08,0.08,24.47
117,03:42:09,0.06,24.44
118,03:42:10,0.07,24.45
119,03:42:11,0.05,24.43
120,03:42:12,0.04,24.45
MFK3006 Log 31,TIME,m/s,°C
1,03:42:36,0.06,24.49
2,03:42:37,0.06,24.47
3,03:42:38,0.11,24.45
4,03:42:39,0.05,24.42
5,03:42:40,0.03,24.44
6,03:42:41,0.03,24.45
7,03:42:42,0.08,24.46
8,03:42:43,0.03,24.45
9,03:42:44,0.07,24.45
10,03:42:45,0.11,24.46
11,03:42:46,0.04,24.48
12,03:42:47,0.04,24.47
13,03:42:48,0.08,24.49
14,03:42:49,0.03,24.51
15,03:42:50,0.1,24.5
16,03:42:51,0.08,24.49
17,03:42:52,0.1,24.49
18,03:42:53,0.08,24.52
19,03:42:54,0.07,24.51
20,03:42:55,0.03,24.51
21,03:42:56,0.09,24.52
22,03:42:57,0.04,24.52
23,03:42:58,0.05,24.49
24,03:42:59,0.07,24.47
25,03:43:00,0.12,24.47
26,03:43:01,0.08,24.46
27,03:43:02,0.08,24.47
28,03:43:03,0.06,24.49
29,03:43:04,0.03,24.5
30,03:43:05,0.05,24.47
31,03:43:06,0.03,24.51
32,03:43:07,0.01,24.52
33,03:43:08,0.08,24.51
34,03:43:09,0.03,24.52
35,03:43:10,0.08,24.52
36,03:43:11,0.04,24.55
37,03:43:12,0.05,24.56
38,03:43:13,0.03,24.53
39,03:43:14,0.03,24.52
40,03:43:15,0.07,24.52
41,03:43:16,0.06,24.51
42,03:43:17,0.07,24.53
43,03:43:18,0.09,24.51
44,03:43:19,0.09,24.48
45,03:43:20,0.13,24.47
46,03:43:21,0.11,24.48
47,03:43:22,0.11,24.48
48,03:43:23,0.09,24.46
49,03:43:24,0.08,24.48
50,03:43:25,0.07,24.47
51,03:43:26,0.06,24.48
52,03:43:27,0.05,24.49
53,03:43:28,0.04,24.52
54,03:43:29,0.04,24.54
55,03:43:30,0.08,24.54
56,03:43:31,0.06,24.55
57,03:43:32,0.07,24.56
58,03:43:33,0.1,24.56
59,03:43:34,0.07,24.55
60,03:43:35,0.07,24.54
61,03:43:36,0.03,24.52
62,03:43:37,0.09,24.5
63,03:43:38,0.09,24.53
64,03:43:39,0.13,24.54
65,03:43:40,0.12,24.51
66,03:43:41,0.08,24.49
67,03:43:42,0.08,24.48
68,03:43:43,0.09,24.47
69,03:43:44,0.08,24.48
70,03:43:45,0.1,24.48
71,03:43:46,0.1,24.48
72,03:43:47,0.08,24.48
73,03:43:48,0.08,24.49
74,03:43:49,0.05,24.52
75,03:43:50,0.07,24.52
76,03:43:51,0.08,24.56
77,03:43:52,0.04,24.54
78,03:43:53,0.03,24.55
79,03:43:54,0.02,24.54
80,03:43:55,0.09,24.54
81,03:43:56,0.1,24.55
82,03:43:57,0.04,24.54
83,03:43:58,0.04,24.54
84,03:43:59,0.05,24.55
85,03:44:00,0.11,24.55
86,03:44:01,0.05,24.55
87,03:44:02,0.05,24.51
88,03:44:03,0.06,24.52
89,03:44:04,0.05,24.55
90,03:44:05,0.07,24.54
91,03:44:06,0.04,24.53
92,03:44:07,0.1,24.52
93,03:44:08,0.1,24.53
94,03:44:09,0.1,24.51
95,03:44:10,0.1,24.49
96,03:44:11,0.05,24.5
97,03:44:12,0.09,24.51
98,03:44:13,0.08,24.52
99,03:44:14,0.05,24.5
100,03:44:15,0.08,24.51
101,03:44:16,0.06,24.51
102,03:44:17,0.06,24.5
103,03:44:18,0.07,24.49
104,03:44:19,0.04,24.5
105,03:44:20,0.02,24.52
106,03:44:21,0.06,24.52
107,03:44:22,0.06,24.53
108,03:44:23,0.05,24.52
109,03:44:24,0.05,24.53
110,03:44:25,0.05,24.52
111,03:44:26,0.1,24.52
112,03:44:27,0.04,24.52
113,03:44:28,0.04,24.53
114,03:44:29,0.05,24.55
115,03:44:30,0.02,24.54
116,03:44:31,0.05,24.54
117,03:44:32,0.07,24.55
118,03:44:33,0.05,24.54
119,03:44:34,0.05,24.52
120,03:44:35,0.07,24.52
MFK3006 Log 32,TIME,m/s,°C
1,03:45:00,0.41,24.07
2,03:45:01,0.35,24.07
3,03:45:02,0.35,24.06
4,03:45:03,0.46,24.06
5,03:45:04,0.4,24.04
6,03:45:05,0.38,24.02
7,03:45:06,0.34,24.02
8,03:45:07,0.25,24.04
9,03:45:08,0.29,24.05
10,03:45:09,0.2,24.06
11,03:45:10,0.21,24.06
12,03:45:11,0.21,24.07
