0	2.26
0.0611244	2.23527
0.05776	2.21055
0.0546796	2.18582
0.0512365	2.1611
0.0477312	2.13637
0.044359	2.11165
0.0412494	2.08693
0.0384839	2.0622
0.0361077	2.03748
0.0341373	2.01276
0.0325675	1.98804
0.032129	1.97883
0.0313887	1.96332
0.0305231	1.93802
0.029997	1.91271
0.0297647	1.88741
0.0297926	1.86211
0.0300508	1.8368
0.0305136	1.8115
0.031159	1.78619
0.0312499	1.7833
0.0312585	1.78303
0.0313228	1.78102
0.0319676	1.76089
0.0319776	1.76062
0.03209	1.75762
0.0329256	1.73559
0.034008	1.71033
0.0352082	1.68508
0.0365086	1.65983
0.037893	1.63457
0.0393437	1.60932
0.0408415	1.58407
0.0423652	1.55881
0.043892	1.53356
0.0453972	1.50831
0.0468546	1.48306
0.0482374	1.4578
0.0495181	1.43255
0.05067	1.4073
0.0516676	1.38204
0.0524873	1.35679
0.0531088	1.33154
0.0535155	1.30628
0.0536952	1.28103
0.0536402	1.25578
0.0533489	1.23052
0.0528249	1.20527
0.0520737	1.18002
0.0511058	1.15476
0.0499377	1.12951
0.0485874	1.10426
0.0470745	1.079
0.04542	1.05375
0.0436453	1.0285
0.0417719	1.00324
0.0398205	0.977991
0.0378108	0.952738
0.0357615	0.927485
0.03369	0.902232
0.0316126	0.876979
0.0295448	0.851726
0.0275017	0.826473
0.0254987	0.80122
0.0235529	0.775967
0.0216842	0.750714
0.0199172	0.725461
0.0182834	0.700207
0.0168258	0.674954
0.0156019	0.649701
0.0146869	0.624448
0.014166	0.599147
0.0141309	0.573846
0.0146492	0.548545
0.0157542	0.523244
0.0174444	0.497942
0.0196986	0.472641
0.0224938	0.44734
0.0258152	0.422039
0.0296561	0.396738
0.0339231	0.37194
0.0386864	0.347142
0.0439371	0.322345
0.0496568	0.297548
0.0558151	0.272751
0.062368	0.247955
0.0692585	0.223158
0.0708062	0.217795
0.0764165	0.198362
0.0837578	0.173566
0.091181	0.14877
0.0985594	0.123975
0.105724	0.0991793
0.112429	0.0743842
0.1183	0.0495892
0.127144	0.0247945
0	0

