0.184304	-0.965459
0.228627	-0.94109
0.268513	-0.916723
0.291137	-0.892359
0.281283	-0.867992
0.256351	-0.843622
0.287838	-0.819255
0.283185	-0.794893
0.246739	-0.770526
0.204911	-0.746155
0.212932	-0.721789
0.209413	-0.697428
0.132321	-0.673061
0.153048	-0.648689
0.228957	-0.634887
0.257926	-0.622705
0.263919	-0.599964
0.189406	-0.575348
0.101513	-0.550472
0.223196	-0.525601
0.312463	-0.500736
0.369872	-0.475869
0.340933	-0.450996
0.189686	-0.42613
0.144318	-0.401271
0.147589	-0.376688
0.121828	-0.352381
0.14285	-0.328079
0.172218	-0.303781
0.205663	-0.279479
0.101075	-0.255171
0.139203	-0.230868
0.21774	-0.206571
0.193262	-0.182269
0.131917	-0.15796
0.100094	-0.133657
0.0486056	-0.10936
0.0674809	-0.0850574
0.187524	-0.065652
0.208973	-0.0534975
0.266961	-0.0364452
0.228968	-0.0121484
0.176261	-1.76421
0.178533	-1.7778
0.158175	-1.7914
0.11634	-1.80501
0.0960461	-1.81862
0.0979407	-1.83224
0.0840056	-1.84585
0.0627942	-1.85947
0.0475362	-1.87308
0.0610823	-1.88667
0.0897194	-1.90027
0.125251	-1.91387
0.138109	-1.92748
0.0975371	-1.9411
0.0437475	-1.95471
0.100086	-1.96833
0.139793	-0.989826
0.14467	-1.01419
0.142627	-1.03856
0.108392	-1.05918
0.282456	-1.07137
0.0886883	-1.08729
0.174702	-1.11166
0.18507	-1.13603
0.202194	-1.16039
0.251961	-1.18476
0.290706	-1.20912
0.212739	-1.23349
0.17065	-1.25786
0.190208	-1.28223
0.18688	-1.30659
0.172695	-1.33096
0.14148	-1.35533
0.15942	-1.3797
0.15669	-1.40406
0.138122	-1.42843
0.249493	-1.4528
0.290763	-1.4688
0.290763	-1.48098
0.246207	-1.49033
0.235503	-1.49136
0.235503	-1.49409
0.235503	-1.50524
0.178065	-1.5259
0.131162	-1.55027
0.238364	-1.57464
0.311684	-1.599
0.284233	-1.62337
0.176099	-1.64774
0.0649467	-1.67211
0.182222	-1.69647
0.256481	-1.72084
0.244824	-1.74522
0.121078	-1.987
0.151353	-2.01071
0.133953	-2.03445
0.0764016	-2.05822
0.117703	-2.08196
0.140649	-2.10568
0.100076	-2.12942
0.066359	-2.15318
0.0712737	-2.17692
0.0496094	-2.19988
0.0446987	-2.21174
0.0159032	-2.22437
0.0546968	-2.24812
