-0.317951	-0.317951
-0.329966	-0.329966
-0.341963	-0.341963
-0.35394	-0.35394
-0.365917	-0.365917
-0.374637	-0.374637
-0.380625	-0.380625
-0.390728	-0.390728
-0.404419	-0.404419
-0.41811	-0.41811
-0.431799	-0.431799
-0.445467	-0.445467
-0.459112	-0.459112
-0.472757	-0.472757
-0.486401	-0.486401
-0.50007	-0.50007
-0.513762	-0.513762
-0.527453	-0.527453
-0.541142	-0.541142
-0.554811	-0.554811
-0.568461	-0.568461
-0.582109	-0.582109
-0.595755	-0.595755
-0.608671	-0.608671
-0.620857	-0.620857
-0.633042	-0.633042
-0.645226	-0.645226
-0.657399	-0.657399
-0.669561	-0.669561
-0.681722	-0.681722
-0.690723	-0.690723
-0.694385	-0.694385
-0.697138	-0.697138
-0.699556	-0.699556
-0.700082	-0.700082
-0.702893	-0.702893
-0.708865	-0.708865
-0.71824	-0.71824
-0.730425	-0.730425
-0.742609	-0.742609
-0.754782	-0.754782
-0.766943	-0.766943
-0.779103	-0.779103
-0.791262	-0.791262
-0.803435	-0.803435
-0.81562	-0.81562
-0.827805	-0.827805
-0.838637	-0.838637
-0.844727	-0.844727
-0.852162	-0.852162
-0.864322	-0.864322
-0.876481	-0.876481
-0.88864	-0.88864
-0.900812	-0.900812
-0.912998	-0.912998
-0.925183	-0.925183
-0.937366	-0.937366
-0.949538	-0.949538
-0.961699	-0.961699
-0.973858	-0.973858
-0.982978	-0.982978
-0.989054	-0.989054
-0.998185	-0.998185
-1.00475	-1.00475
-1.01084	-1.01084
-1.02256	-1.02256
-1.03474	-1.03474
-1.04691	-1.04691
-1.05907	-1.05907
-1.07123	-1.07123
-1.08338	-1.08338
-1.09556	-1.09556
-1.10774	-1.10774
-1.11886	-1.11886
-1.12495	-1.12495
-1.12656	-1.12656
-1.12717	-1.12717
-1.13154	-1.13154
-1.13702	-1.13702
-1.14428	-1.14428
-1.15644	-1.15644
-1.1686	-1.1686
-1.18075	-1.18075
-1.19292	-1.19292
-1.20511	-1.20511
-1.21729	-1.21729
-1.22946	-1.22946
-1.24163	-1.24163
-1.2538	-1.2538
-1.26327	-1.26327
-1.26934	-1.26934
-1.27811	-1.27811
-1.29028	-1.29028
-1.30246	-1.30246
-1.31464	-1.31464
-1.32681	-1.32681
-1.33898	-1.33898
-1.35115	-1.35115
-1.36331	-1.36331
-1.37546	-1.37546
-0.0120164	-0.0120164
-0.0360432	-0.0360432
-0.0600358	-0.0600358
-0.0839947	-0.0839947
-0.107988	-0.107988
-0.132016	-0.132016
-0.156008	-0.156008
-0.179966	-0.179966
-0.203958	-0.203958
-0.227987	-0.227987
-0.25198	-0.25198
-0.275936	-0.275936
-0.299928	-0.299928
-1.38763	-1.38763
-1.39918	-1.39918
-1.40526	-1.40526
-1.41199	-1.41199
-1.42416	-1.42416
-1.43633	-1.43633
-1.4485	-1.4485
-1.46066	-1.46066
-1.47282	-1.47282
-1.48498	-1.48498
-1.49716	-1.49716
-1.50934	-1.50934
-1.52151	-1.52151
-1.53367	-1.53367
-1.54048	-1.54048
-1.54656	-1.54656
-1.55801	-1.55801
-1.57016	-1.57016
-1.58233	-1.58233
-1.59451	-1.59451
-1.60668	-1.60668
-1.61885	-1.61885
-1.63102	-1.63102
-1.64319	-1.64319
-1.65535	-1.65535
-1.66751	-1.66751
-1.67492	-1.67492
-1.68101	-1.68101
-1.69186	-1.69186
-1.70403	-1.70403
-1.71619	-1.71619
-1.72836	-1.72836
-1.74053	-1.74053
-1.75269	-1.75269
-1.76485	-1.76485
-1.77713	-1.77713
-1.78954	-1.78954
-1.80194	-1.80194
-1.81038	-1.81038
-1.81658	-1.81658
-1.82672	-1.82672
-1.83912	-1.83912
-1.85152	-1.85152
-1.8639	-1.8639
-1.8763	-1.8763
-1.8887	-1.8887
-1.9011	-1.9011
-1.91349	-1.91349
-1.92589	-1.92589
-1.93828	-1.93828
-1.94946	-1.94946
-1.95566	-1.95566
-1.96306	-1.96306
-1.97531	-1.97531
-1.98743	-1.98743
-1.99955	-1.99955
-2.01166	-2.01166
-2.02378	-2.02378
-2.03589	-2.03589
-2.04801	-2.04801
-2.06012	-2.06012
-2.07223	-2.07223
-2.08435	-2.08435
-2.09647	-2.09647
-2.10858	-2.10858
-2.11944	-2.11944
-2.12549	-2.12549
-2.13281	-2.13281
-2.14493	-2.14493
-2.15703	-2.15703
-2.16915	-2.16915
-2.18127	-2.18127
-2.19339	-2.19339
-2.2055	-2.2055
-2.21762	-2.21762
-2.22973	-2.22973
-2.24184	-2.24184
-2.25395	-2.25395

